                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.5884,                 3.4033,                 1.8299,                      0,                      0,                      0,                      0,                      0,                   30.7,                      0,                  6e-05,                  6e-05,                  6e-05
                      2,                 1.1995,                 2.9404,                 1.5544,                      0,                      0,                      0,                      0,                      0,                 30.265,                      0,             0.00013723,             0.00013723,             0.00013723
